URL,Repo Name,Collection,MD Contents,C++/C Contents,Python Contents
https://github.com/AcutronicRobotics/moveit2,moveit2,Repositories,{'message': 'no data'},{'chomp_trajectory': ' the memory: now copy the trajectories over: powers of the time duration calculate the spline c'},{'message': 'no data'}
https://github.com/felixendres/rgbdslam_v2,rgbdslam_v2,Repositories,{'message': 'no data'},{'glviewer': 'are)No segment: original colorright segment: greenwrong segment: redsegment_to_optimize == 0bla'},{'message': 'no data'}
https://github.com/felixendres/rgbdslam_v2,rgbdslam_v2,Repositories,{'message': 'no data'},"{'graph_mgr_io': ""n't visualize, if nobody's lookingred outliergreen inlier, newer endpointyellow inlier, earlier""}",{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},{'color_angles_test': 'r testing Construct a blue image Construct a green image Construct a red image/ Tests ColorAngl'},{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},"{'hard_obstacle_detector': '************** If value is negative, make it green for visualizationcv::imshow(title, scaledIma'}",{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},{'xmega_hardware_interface': '*********************** connect and register power supply interface connect and register range '},{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},"{'xmega_serial_interface': ""up ' ' after sensor id ' ' after sensor type battery, not i2c sensor encoder, not i2c sensor ' ' ""}",{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},{'arm_hardware_interface': ' range sensor interface connect and register battery interface connect and register joint state i'},{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},{'gio_gazebo_interface': 'egister the co2 sensor interface Electronics battery sensor Motors battery sensor Connect and reg'},{'message': 'no data'}
https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,pandora_ros_pkgs,Repositories,{'message': 'no data'},{'pandora_co2_plugin': ' count Decrement count co2 is represented by green namespace gazebo'},{'message': 'no data'}
https://github.com/jhu-lcsr/sp_segmenter,sp_segmenter,Repositories,{'message': 'no data'},"{'WKmeans': 'cerr<<""Iter-""<<cur_counter<<"" Energy: ""<<cur_energy<<std::endl;Sparse Data Kmeans///////////////'}",{'message': 'no data'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'scene_segmentation': ' Graph-based Image Segmentation wrapper draw green rectangles params for segmentation Efficient'},{'LEDDetector_forloops': 'pixel[0] # red channelintensity = pixel[1] # green channel blue channel HACK1 TODO change the '}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'basic_pts_and_lines': 'idth %EndTag(SCALE)% %Tag(COLOR)% Points are green Line strip is blue Line list is red %EndTag('},"{'dummy': 'pixel[0] # red channelintensity = pixel[1] # green channel blue channelthreshold into ""on"" and '}"
https://github.com/duckietown/Softwareduck,,Repositories,{'message': 'no data'},{'Collections': 'www.gnu.org/licenses/>. red green blue draw outline in black Calculate eigenva'},{'traffic_light_node': ' are off Move to next light in list Keep the green light on Turn off the green light Exit if li'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'street_name_detector_node': ' = image.clone(); // pre-processing: keep green channel only for blobs cv::Mat im_channel'},"{'grid_helper_visualization': ""10, markeredgecolor='green', markeredgewidth=3, ""}"
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},"{'common_functions': ', skip it. Draw tag outline with edge colors green, blue, blue, red (going counter-clockwise, s'}",{'Adafruit_ADS1x15': 'e ADC will do a single conversion and enter power-off mode. Page 18 datasheet. Read the conver'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},"{'Adafruit_LSM303': '(10-bit) output mode. Low-res mode uses less power and sustains a higher update rate, output is'}"
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},{'copyOF_joy_mapper_node': 'ar - not set a specific paramLeft back buttonpower button (middle) note that this is toggle (ac'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},{'joy_mapper_node2': 'usedVariable @UnusedVariable @UnusedVariable power button (middle) @UnusedVariable bad - should'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},"{'graph': ""ttr.update(ratio = '0.7', inputscale = '1.3')greenblueredscript_dir = os.path.dirname(__file__)""}"
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},{'charging_control_node': 'the status to: ready to leave charging area (battery full) Request that Duckiebot should drive to'}
https://github.com/duckietown/Softwareduck,Softwareduck,Repositories,{'message': 'no data'},{'message': 'no data'},{'col_logging': ' methods we need to the class red red yellow green pink normal normal'}
https://github.com/billieblaze/ROS_Rover_addons,ROS_Rover_addons,Repositories,{'message': 'no data'},{'AccelStepper': '00 1010 0010 0110 01000101 00011001 Prevents power consumption on the outputs Handles inversion'},{'message': 'no data'}
https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'EsterelPlanDispatcher': 'acter "","" with a "")"" edges decide edge color green if conditional edge, red if start to end, bl'}",{'message': 'no data'}
https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'Polynomial': '\\n"";H_c(p(t)) = p(ct) for c in Realsc to the power of ians.setCoeff(i,p.getCoeff(i)*pow(c,i));n'}",{'message': 'no data'}
https://github.com/KCL-Planning/ROSPlan,ROSPlan,Repositories,{'message': 'no data'},"{'Validator': 'ellow to orangewhite to greyswap ordering of green and magentafudge factor, qbezier and normal '}",{'message': 'no data'}
https://github.com/start-jsk/rtmros_hironx,rtmros_hironx,Repositories,{'message': 'no data'},"{'iob': '5/////////6/////////7/////////8 RENAME: read_power_state - Done, TODO static test RENAME write_'}","{'hironx_client': ""o state check jname is acceptableself.rh_svc.power('all', SWITCH_ON) #do not switch on before ""}"
https://github.com/start-jsk/rtmros_hironx,rtmros_hironx,Repositories,{'message': 'no data'},{'message': 'no data'},"{'hironx_dashboard': ""MAGE.14.0416.04ffffff; background-color: darkgreen;')""}"
https://github.com/ildoonet/tf-pose-estimation,tf-pose-estimation,Repositories,{'message': 'no data'},{'pafprocess_wrap': 'in Python 3 nb_dividenb_remaindernb_divmodnb_powernb_negativenb_positivenb_absolutenb_nonzeronb'},"{'network_mobilenet_thin': ""lt 'global_step' not in v.op.name and 'beta1_power' not in v.op.name and 'beta2_power' not in v""}"
https://github.com/ildoonet/tf-pose-estimation,tf-pose-estimation,Repositories,{'message': 'no data'},{'message': 'no data'},"{'network_mobilenet_v2': ""lt 'global_step' not in v.op.name and 'beta1_power' not in v.op.name and 'beta2_power' not in v""}"
https://github.com/yujinrobot/kobuki,kobuki,Repositories,{'message': 'no data'},"{'diagnostics': ""**************** TODO: how can we tell which battery is in use? i.e. fully charged TODO: what's t""}","{'test_external_power': 'h, uses -p option.""print """"print ""p: publish power on/off status""print "" [ On] [Off] [ On] [Off'}"
https://github.com/yujinrobot/kobuki,kobuki,Repositories,{'message': 'no data'},{'message': 'no data'},{'inf_rotation': 't into continual rotation - useful for aging/battery tests.'}
https://github.com/yujinrobot/kobuki,kobuki,Repositories,{'message': 'no data'},{'message': 'no data'},"{'DockDriveControl': ""cel_dock', Empty), 'e':(self.pub['motor_power'].publish,MotorPower(MotorPower.ON),'enabled""}"
https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Repositories,{'message': 'no data'},"{'driver': "" Start in full control mode Show robot's battery level Set frame_id's Setup services Setup su""}",{'behaviours': ' # Activation of behaviour batteryLevel = float(state.battery.batteryCharge) / '}
https://github.com/sbrodeur/ros-icreate-bbb,ros-icreate-bbb,Repositories,{'message': 'no data'},{'message': 'no data'},{'visualize_hdf5': 'from clock Select only the subset related to battery voltage and current (respectively) Convert c'}
https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},"{'L3G': 'he gyro and places it in normal mode. Normal power mode, all axes enabled 2000 dps full scale'}",{'message': 'no data'}
https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},{'LSM303': ') MFS = 01 (4 gauss full scale) MLP = 0 (low power mode off) MD = 00 (continuous-conversion mod'},{'message': 'no data'}
https://github.com/inomuh/evapi_ros,evapi_ros,Repositories,{'message': 'no data'},{'evarobot_battery': 'CC pin disabled High Voltage Low voltage Low battery Charging Discharging Fully charged'},{'message': 'no data'}
https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},"{'sbridge': ""ng at the same time, it will not have enough power to carry out each of those at it's full valu""}",{'message': 'no data'}
https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},"{'rover_gui_plugin': 'n it deselected Currently, we cannot use the power law distribution with custon numbers of cube'}",{'message': 'no data'}
https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},{'MapFrame': ' Draw rover origin crosshairs painter.setPen(green);map_data->getEKFPath(rover_to_display).begi'},{'message': 'no data'}
https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Repositories,{'message': 'no data'},{'LSM303': 's full scale) 0x00 = 0b00000000 MLP = 0 (low power mode off); MD = 00 (continuous-conversion mo'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'LidarObstacleManager': 'ocks TODO: Make the scale a param Points are green TODO: Make this a param TODO: Should be a pa'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'DragRaceNode': 'en while staying within the boundaries If no green light has been detected stop. Publish our de'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'CircleDetection': 'bout fitting a long to an int non-issue Draw green circles around object'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'HSVFilterNode': 'ave an image to get the rest) Filter out non-green colors If enough time has passed update filt'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'DBSCAN': 'verhead in creating multiple threads can overpower time gained from multi threading. for cur'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'utils-test': 'ynomial where the coefficient of the highest power is 0 y = 0x^3 + x^2 y = 0 y = -32x^31 + 4x^3'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'bigint_kernel_2': 'ore complex O(n*logn) algorithm make size a power of 2 allocate some temporary space so we can'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'mpc': '------------------- input and output compute powers of A: Apow[i] == A^i fill in K fill in Mcou'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'numerical_integration': 'txt for the full license. This function test battery is given in: Test functions taken from Pedro'},{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'pixel': 'point (127,127,127)Lab limit values testred, green, blue, yellow, black, whiteRGB limit tests'}",{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'jquant1': ' dither matrix NB: if ODITHER_SIZE is not a power of 2, ODITHER_MASK uses will break # cells '}",{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},"{'jdcolor': ""due to noise introduced by DCT losses. red green blue K passes through unchanged don't nee""}",{'message': 'no data'}
https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'message': 'no data'},{'ConeExtractorNode': 'ale for width/height respectively Points are green'},{'message': 'no data'}
https://github.com/AutonomyLab/bebop_autonomy,bebop_autonomy,Repositories,{'message': 'no data'},{'bebop_itl_test': 'erything else is ready) The problem with the battery state is that it is only updated when its va'},{'message': 'no data'}
https://github.com/linorobot/linorobot,linorobot,Repositories,{'message': 'no data'},{'ADXL345': ': 2011-07-31 - initial release reset all power settings DEVID register THRESH_TAP register '},{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'viewer': '--------------------- black cyan orange blue green DarkKhaki Navy violet grey darkRed DarkOrang'},"{'tms_ur_listener_server': ' = self.announce(error_msg1) self.julius_power(True,tim.sec) return False else: pri'}"
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'tms_db_state_publisher': 'ing_chair3 meeting_chair4 wagon chipstar_red greentea_bottle cancoffee soysauce_bottle_black---'},{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'tms_ts_subtask_957': 'obile_base/commands/sound"", 1); kobuki_motorpower = nh1.advertise<kobuki_msgs::Mot'}",{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'tms_ts_subtask': 'obile_base/commands/sound"", 1); kobuki_motorpower = nh1.advertise<kobuki_msgs::Mot'}",{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'voice_receiver': '------ chipstar_red chipstar_orange chipstar_green greentea_bottle soukentea_bottle soysauce_bo'},{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},"{'newfft': ""e maximum factor size TWO_GRP is the maximum power of 2 handled as a single factor Doesn't take""}",{'message': 'no data'}
https://github.com/irvs/ros_tms,ros_tms,Repositories,{'message': 'no data'},{'smartpal5_control': '-------------------------------- clear alarm power on servo on 10Hz frequency (0.1 sec)--------'},{'message': 'no data'}
https://github.com/AutonomyLab/create_autonomy,create_autonomy,Repositories,{'message': 'no data'},"{'create_driver': "" Start in full control mode Show robot's battery level Set frame_id's Populate intial covaria""}",{'message': 'no data'}
https://github.com/bluesat/owr_software,owr_software,Repositories,{'message': 'no data'},{'NavigationNode': 'function GPS related data Power left on the battery Subscribe to all topics that will be publish'},{'message': 'no data'}
https://github.com/bluesat/owr_software,owr_software,Repositories,{'message': 'no data'},{'NavigationGUI': 'the list of GPS co-ordinates debug - animate battery and signal calculate the path rotation angle'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'L3G4200D': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}","{'qbo_energy': ""n attention shutdown soon... when you plug power on qbo side, you'll hear : charging !! charg""}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'LIS35DE': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}","{'dhtgui': ""D), red=wx.Brush('#ff0000', style=wx.SOLID), green=wx.Brush('#008000', style=wx.SOLID))d0d0d0',""}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'face_detector': 'om which the nose will change the color from green to blue.If true, the messages will be sent t'}","{'red_cyan_anaglyph': 'H_8U, 4)cyan (remove red?)red (remove blue?, green?)remove blue & green from left => redremove '}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'ImfRgbaFile': 'ence between the buffer size and the nearest power of two is less than CACHE_LINE_SIZE, then we'}",{'qbo_http_api_login': 'com>;## Tornado security issues ### We give green light if the requests are comming from local'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'ImfAcesFile': '------------------------- for std::max() red green blue white empty Not all compression methods'},"{'qbo_energy_new': 'n speak just one time can speak when plug in power if unplugged, robot uses it internal battery'}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'gtest-all': 'e color to red. @G changes the color to green. @Y changes the color to yellow. @D '},"{'ball_color_publisher': ' video topic stream, search ball color (red/green/blue) color is published in topic : /ball_c'}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'tvl1_optical_flow': 'ween red and yellow than between yellow and green) increase saturation with radius out of rang'},{'qbo_face_analysis': 'mach ready for use for nose color modif. for green tracking box localization in picture for act'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'OpenEXRimages_HDR_Retina_toneMapping_video': 'p condition display input & process standard power transformation apply gamma curve: img = img '},{'play_music': 'ize=10) # nose colorself.no_nose = Falseself.green_nose = False clear xmms2_server add all mus'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'linemod': ""n takes a position 'center' and computes the energy in the 16x16 patch centered on it. Compute t""}","{'neo_faceDetection': ""h strings : 'yes' or 'no' robot nose becomes green when seen face, and turns off when unseen. -""}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'brox_optical_flow': ' frames interpolate blue channel interpolate green channel interpolate red channel'},{'calibrator': 'w calibration even if not all parameters are green TODO Awkward that we update self.goodenough '}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'opticalflow_nvidia_api': 'polate red channel reset buffers interpolate green channel reset buffers interpolate blue chann'},"{'contours': ' will draw contours draw contours in red and green finally, show the image create the image whe'}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'vecfacetracking': 'gleRotate)= HIST_MIN create histogram params power void ThresholdingParam(IplImage *imgGray, in'}","{'lkdemo': ""s, don't use it too close draw the points as green circles we want to add a point refine this c""}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'enmin': 'tex on the real image line function vFunc is energy function which determines the difference b'},"{'convexhull': 'Draw the convex hull as a closed polyline in green display the final image handle events, and w'}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'snakes': 'alpha - pointer to coefficient of continuity energy, beta - pointer to coefficient'}","{'color': '//1 - navy008000"", #{ 0, 128, 0 },//2 - green008080"", #{ 0, 128, 128 },//3 - teal800000'}"
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'testseq': ' of added gaussian noise amplifier of noise power === Some definitions and functions for tran'},{'tickets': 'red triangle Draw the convex hull as a thick green line Draw the original contour as a white li'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'retinacolor': 'or the low pass filter dedicated to contours energy extraction (demultiplexing process) init def'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'gencolors': 'ting symmetry in the distance matrix red red green Generate a set of colors in RGB space. A siz'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'colormap': 'Equals the GNU Octave colormap ""autumn"". red green blue number of sample points Equals the GNU '}",{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'retinafilter': 'er at the photoreceptors level get the local energy of each color channel ->L ->M ->S eliminate '},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'facerec_video': 't to the original image! First of all draw a green rectangle around the detected face: Create t'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'ts_gtest': 'e color to red. @G changes the color to green. @Y changes the color to yellow. @D '},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'matmul': 'lize all eigenvectors compute the cumulative energy content for each eigenvector use clone() to '},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'dxt': 'n version 0. shuffle data else do nothing 1. power-2 transforms radix-4 transform do the remain'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'test_math': 't_case_idx//////// pow ///////////// integer poweri*/, int /*jtest_case_idx////////////////////'}",{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'imgproc': '// convolve CUFFT has hard-coded kernels for power-of-2 sizes (up to 8192), see CUDA Toolkit 4.'}",{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'sort_by_key': ' Check to see if the input vector size is a power of 2, if not we will need last merge pass A'}",{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'color': '//////////////////////////////////////////// green bits blue idx green bits http://www.fourcc.o'},{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},"{'window_QT': 'CvScalar color <- only Qt (blue_component, green_component, red\\_component[, alpha_component]'}",{'message': 'no data'}
https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'message': 'no data'},{'phasecorr': 'us the nice peak shift location... shift the energy to the center of the frame. locate the highe'},{'message': 'no data'}
https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_stop1': '- Properly connect and startup the robot and power cabinet containing the PNoz-Multi.\n Make '},{'message': 'no data'},{'status_indicator_widget_unit_test': 'cks within the widget Testing if light turns green for status True Testing if light turns red f'}
https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_execute_brake_test': '- Properly connect and startup the robot and power cabinet containing the PSS4000.\n Make sur'},{'message': 'no data'},{'message': 'no data'}
https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'acceptancetest_execute_brake_test_with_gripper': '- Properly connect and startup the robot and power cabinet containing the PSS4000.\n Make sur'},{'message': 'no data'},{'message': 'no data'}
https://github.com/rospilot/rospilot,rospilot,Repositories,{'PLUGIN-GUIDE': ' of the greatest things about Leaflet is its powerful plugin ecosystem.\nThe [Leaflet plugins pa'},{'message': 'no data'},{'message': 'no data'}
https://github.com/EndPointCorp/lg_ros_nodes,lg_ros_nodes,Repositories,{'TELEOP': ' |\n| Home | Display Wiimote battery level |\n| | '},{'teleop_wiimote': 'tLEDFeedback for levels). to show the approx battery leve of the Wiimote. Only works if the 1-But'},"{'wiimote_node': 'g.rumble) + ""\\n Battery: ["" + str(msg.raw_battery) + "","" + str(msg.percent_battery))rospy.logd'}"
https://github.com/EndPointCorp/lg_ros_nodes,lg_ros_nodes,Repositories,{'message': 'no data'},{'message': 'no data'},{'wiimoteConstants': ' = 10 Indices into a two-tuple of info about battery state in wiimote messages: 0: Percentage o'}
https://github.com/EndPointCorp/lg_ros_nodes,lg_ros_nodes,Repositories,{'message': 'no data'},{'message': 'no data'},"{'WIIMote': "": 4, 'buttons': 0, 'rumble': 0, 'error': 0, 'battery': 85};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""}"
https://github.com/osu-uwrt/riptide_software,riptide_software,Repositories,"{'riptide_teleop': 'uld proces. Last, pressing the ""X"" will kill power to all thrusters.\n\n* Input Topics: /joy, /st'}",{'message': 'no data'},{'message': 'no data'}
